supplier_key,product_key,Supplier_name,Unit_cost,Unit_retail
0d86829852d04b46b6fd74daf72e9b88,4c6e0b2d51a44191b3d74b0867095b94,"QuodIusto Inc.",29.6771724309,92.1733145253
0d86829852d04b46b6fd74daf72e9b88,53745fe0ad004fd494b87cc08ff7ae54,"QuodIusto Inc.",65.5186846024,401.9438801194
0d8f04c49784468a995ba2880cf9ba15,18279a5eead645bf9dc8468f890d2eb7,"EtEt Supplier",140.7833811659,260.3724258188
0d8f04c49784468a995ba2880cf9ba15,4d9d6316aba24f93a36e1402d633eed9,"EtEt Supplier",121.9815868826,346.0327547827
0d8f04c49784468a995ba2880cf9ba15,ebfeb3176b784fdcafe74e54eb966347,"EtEt Supplier",58.2436238436,247.5940229484
0d8f04c49784468a995ba2880cf9ba15,9145fc7ea86848d3b7d4cd84318c1b39,"EtEt Supplier",138.3727743422,159.0228333881
0d8f04c49784468a995ba2880cf9ba15,ce899ae52e484857988430f3ec2e7bb1,"EtEt Supplier",88.4123204871,179.1974827528
0d8f04c49784468a995ba2880cf9ba15,674eb4ee5de04f3c93bf6ccf71182efd,"EtEt Supplier",134.8554418762,274.9696506480
0d8f04c49784468a995ba2880cf9ba15,30a8106a342244b6a6e59370fc1d793f,"EtEt Supplier",212.5965097480,379.8830192247
0e663263d1b34af8b932d2f23dcdcea9,c736573f6d8f469ab879bc0e0d919b58,"EnimAccusamus Company",85.4811503116,277.3119441560
0e663263d1b34af8b932d2f23dcdcea9,243431cb508840d8884e0df058f08455,"EnimAccusamus Company",138.0460832214,467.7698237401
0e663263d1b34af8b932d2f23dcdcea9,76c93ccd8cd54d64aad961e4ca8722bb,"EnimAccusamus Company",249.4295385693,313.1238205165
0e663263d1b34af8b932d2f23dcdcea9,1f53b7eecac941d2b71122e6f708dfe8,"EnimAccusamus Company",95.9048240445,152.1980616750
0e663263d1b34af8b932d2f23dcdcea9,b6526fcb36904b3dbd323e0d056f8f84,"EnimAccusamus Company",214.9363766129,362.4449828745
1256b6523e734382acdacb5bcae8aab7,b6526fcb36904b3dbd323e0d056f8f84,"EstNon Incorporate",116.9997919185,183.0678787441
1256b6523e734382acdacb5bcae8aab7,034e62e92a1d439a9e15c17821414da5,"EstNon Incorporate",89.5220630052,119.9045226872
1256b6523e734382acdacb5bcae8aab7,8f668f585c1547508265d1af96a7dca8,"EstNon Incorporate",3.7637713123,414.4598310079
1256b6523e734382acdacb5bcae8aab7,9355d853c8bd4337ae8dd5a3680bb979,"EstNon Incorporate",337.4761688358,400.0647235398
1256b6523e734382acdacb5bcae8aab7,50e94105c4da4fcf8a7e31650c9418eb,"EstNon Incorporate",82.8779328118,221.5684925471
1256b6523e734382acdacb5bcae8aab7,537d8a842ecb46899dcb909b9c7cf3e1,"EstNon Incorporate",14.2871818102,233.2407678381
1256b6523e734382acdacb5bcae8aab7,e28c316e57cd429f9a4d3ebc7e890234,"EstNon Incorporate",28.8514896567,164.1735757771
16aff1e4451940a5ae6d04f45b088770,6e752675c611462cb236da7f020fd8dc,"MolestiasRepudiandae Inc.",399.0883168344,401.4770591205
16aff1e4451940a5ae6d04f45b088770,b835aa709be94b848b55cac4a9a9dd51,"MolestiasRepudiandae Inc.",79.6921071960,108.4901392052
16aff1e4451940a5ae6d04f45b088770,6f9f27076bf641a6b20efab41441c503,"MolestiasRepudiandae Inc.",6.1927495322,37.8011095427
16aff1e4451940a5ae6d04f45b088770,034e62e92a1d439a9e15c17821414da5,"MolestiasRepudiandae Inc.",9.0926103492,419.9668999682
16aff1e4451940a5ae6d04f45b088770,c97c4460f8c5444c886687cffe3633b0,"MolestiasRepudiandae Inc.",118.3649427966,125.2770522557
16aff1e4451940a5ae6d04f45b088770,b94c77f979c042dc9b0a63b149774651,"MolestiasRepudiandae Inc.",103.7084345869,105.2563226156
16aff1e4451940a5ae6d04f45b088770,b6b3f3be94214c3f8c00426232063d58,"MolestiasRepudiandae Inc.",16.5858879697,70.6714586546
16aff1e4451940a5ae6d04f45b088770,9145fc7ea86848d3b7d4cd84318c1b39,"MolestiasRepudiandae Inc.",113.9927213534,280.6195997769
16aff1e4451940a5ae6d04f45b088770,e28c316e57cd429f9a4d3ebc7e890234,"MolestiasRepudiandae Inc.",270.9926985769,489.7470932897
16aff1e4451940a5ae6d04f45b088770,e28b7ef3579f42be92f10ea51c03a068,"MolestiasRepudiandae Inc.",103.5639322543,150.6208208677
16aff1e4451940a5ae6d04f45b088770,09b0ca8d82e04003909e78da1c8775f9,"MolestiasRepudiandae Inc.",97.8769276434,146.2084609773
16aff1e4451940a5ae6d04f45b088770,ebfeb3176b784fdcafe74e54eb966347,"MolestiasRepudiandae Inc.",88.9510593511,156.8526925222
16aff1e4451940a5ae6d04f45b088770,a8ae5372cc54421095083287af4c66d5,"MolestiasRepudiandae Inc.",366.8799462755,378.0813999977
16aff1e4451940a5ae6d04f45b088770,6e752675c611462cb236da7f020fd8dc,"MolestiasRepudiandae Inc.",46.2705367532,206.3625648837
16aff1e4451940a5ae6d04f45b088770,46fefc5dad294a6095784ebd0054fc52,"MolestiasRepudiandae Inc.",368.1042036323,415.6674402704
16aff1e4451940a5ae6d04f45b088770,ebfeb3176b784fdcafe74e54eb966347,"MolestiasRepudiandae Inc.",72.2895181255,130.2906076762
16aff1e4451940a5ae6d04f45b088770,2150167cfe4f473fbd18ff0a7e87102a,"MolestiasRepudiandae Inc.",39.0267481408,106.8964251239
16aff1e4451940a5ae6d04f45b088770,30d8fa74c16f48c0b8fb1f5cd753e276,"MolestiasRepudiandae Inc.",328.8645532776,359.0426267855
16aff1e4451940a5ae6d04f45b088770,9355d853c8bd4337ae8dd5a3680bb979,"MolestiasRepudiandae Inc.",72.6305637037,388.3825794490
16aff1e4451940a5ae6d04f45b088770,61d9d90a13464f458be8e4a9f3edc349,"MolestiasRepudiandae Inc.",320.7095187739,347.8848999392
16aff1e4451940a5ae6d04f45b088770,f9a651c0e40c435ba1c878e7283a5a9d,"MolestiasRepudiandae Inc.",54.7132141401,132.0181724559
16aff1e4451940a5ae6d04f45b088770,8c90cea328b5488e8e4777d6e5051f67,"MolestiasRepudiandae Inc.",0.8419011390,191.1038788851
16aff1e4451940a5ae6d04f45b088770,b6b3f3be94214c3f8c00426232063d58,"MolestiasRepudiandae Inc.",442.0975939150,447.0652169350
16aff1e4451940a5ae6d04f45b088770,4873696561a947a3ae5d1afe6a3f8ea0,"MolestiasRepudiandae Inc.",314.4228346326,414.9142108502
16aff1e4451940a5ae6d04f45b088770,511c24e93fb840438e928f9f7fbe9cea,"MolestiasRepudiandae Inc.",25.3552098741,154.5146404647
16aff1e4451940a5ae6d04f45b088770,eb6cacf34d1f423c8730c77c4c6c845d,"MolestiasRepudiandae Inc.",367.8995819288,492.2220105460
16aff1e4451940a5ae6d04f45b088770,18279a5eead645bf9dc8468f890d2eb7,"MolestiasRepudiandae Inc.",302.1758424898,484.3704227558
16aff1e4451940a5ae6d04f45b088770,8525028f053c41fd807b663dc2e89a8e,"MolestiasRepudiandae Inc.",262.2576858880,269.3685531896
16aff1e4451940a5ae6d04f45b088770,f5c07e659a7d4d96bd7f939285a7b539,"MolestiasRepudiandae Inc.",177.2492950900,187.1889098679
1920a676bfd7417a8fda0dd4ce7868c5,520f78d3571d4d508384ff8bfeb549f8,"ARerum Inc.",119.5936239389,345.7314053948
1920a676bfd7417a8fda0dd4ce7868c5,ebfeb3176b784fdcafe74e54eb966347,"ARerum Inc.",199.0283589575,349.0532236799
1920a676bfd7417a8fda0dd4ce7868c5,6e9ce185e36d442782f0058aeb9ee010,"ARerum Inc.",16.7032959898,115.3214128809
1920a676bfd7417a8fda0dd4ce7868c5,6e752675c611462cb236da7f020fd8dc,"ARerum Inc.",3.7963983771,86.5120275266
1920a676bfd7417a8fda0dd4ce7868c5,f9a651c0e40c435ba1c878e7283a5a9d,"ARerum Inc.",367.6966816212,445.8751353748
1922ad80567d49f1b1f3af71cfaf343f,19de675da674493a95044a1e1241992f,"RerumVoluptates Inc.",300.8258484465,351.0779676858
1922ad80567d49f1b1f3af71cfaf343f,0fe4b62d3931473d808c249f35a6694f,"RerumVoluptates Inc.",85.7400342226,85.8203605139
1922ad80567d49f1b1f3af71cfaf343f,3f7753e305744eeb976032af8e2c1674,"RerumVoluptates Inc.",390.3580310391,478.9296864591
1922ad80567d49f1b1f3af71cfaf343f,674eb4ee5de04f3c93bf6ccf71182efd,"RerumVoluptates Inc.",184.4987837794,185.5619250112
1922ad80567d49f1b1f3af71cfaf343f,4873696561a947a3ae5d1afe6a3f8ea0,"RerumVoluptates Inc.",88.9986113585,184.4357558625
1922ad80567d49f1b1f3af71cfaf343f,7fed0b44e57b43a59d286bd4dc116a41,"RerumVoluptates Inc.",252.1989308809,366.6609187362
1922ad80567d49f1b1f3af71cfaf343f,8525028f053c41fd807b663dc2e89a8e,"RerumVoluptates Inc.",114.4402526794,179.3850997521
1922ad80567d49f1b1f3af71cfaf343f,c97c4460f8c5444c886687cffe3633b0,"RerumVoluptates Inc.",295.1702003866,475.4190032693
1922ad80567d49f1b1f3af71cfaf343f,0543e96d7c2947d2b54a560796b1c284,"RerumVoluptates Inc.",290.4791535399,309.3962217904
1922ad80567d49f1b1f3af71cfaf343f,2e299bfe71894efe96adc6a5a312743b,"RerumVoluptates Inc.",101.5020932996,107.7922118771
1922ad80567d49f1b1f3af71cfaf343f,1f53b7eecac941d2b71122e6f708dfe8,"RerumVoluptates Inc.",51.0558180701,56.6947956397
1922ad80567d49f1b1f3af71cfaf343f,ebfeb3176b784fdcafe74e54eb966347,"RerumVoluptates Inc.",16.3104888823,18.0978417281
1922ad80567d49f1b1f3af71cfaf343f,12df17689a31425caafcd74234039530,"RerumVoluptates Inc.",63.6155602293,68.3848982606
1922ad80567d49f1b1f3af71cfaf343f,7fed0b44e57b43a59d286bd4dc116a41,"RerumVoluptates Inc.",222.5005178693,388.5229533409
1922ad80567d49f1b1f3af71cfaf343f,1f53b7eecac941d2b71122e6f708dfe8,"RerumVoluptates Inc.",51.3253219618,74.8700306744
1922ad80567d49f1b1f3af71cfaf343f,4d9d6316aba24f93a36e1402d633eed9,"RerumVoluptates Inc.",42.2389087055,149.6622710677
1922ad80567d49f1b1f3af71cfaf343f,da80eb4711244db4a15bea284c6b9321,"RerumVoluptates Inc.",70.9532362669,104.7239876994
1922ad80567d49f1b1f3af71cfaf343f,fca4b100405845029f0406af427edb60,"RerumVoluptates Inc.",14.9400912599,363.7677473227
1922ad80567d49f1b1f3af71cfaf343f,674eb4ee5de04f3c93bf6ccf71182efd,"RerumVoluptates Inc.",365.3000109351,389.5363544235
1922ad80567d49f1b1f3af71cfaf343f,0e334d3d220e4c9d83d8c39534049829,"RerumVoluptates Inc.",7.9495414695,146.3224836120
1922ad80567d49f1b1f3af71cfaf343f,b6b3f3be94214c3f8c00426232063d58,"RerumVoluptates Inc.",150.3017363478,330.8801768577
1922ad80567d49f1b1f3af71cfaf343f,2e299bfe71894efe96adc6a5a312743b,"RerumVoluptates Inc.",180.8564538184,448.6878304541
1922ad80567d49f1b1f3af71cfaf343f,6e752675c611462cb236da7f020fd8dc,"RerumVoluptates Inc.",357.3395871090,433.7896527215
1922ad80567d49f1b1f3af71cfaf343f,29ffa663cc4c40e6b8ece3269a846533,"RerumVoluptates Inc.",65.0166027312,89.9562748265
1922ad80567d49f1b1f3af71cfaf343f,c736573f6d8f469ab879bc0e0d919b58,"RerumVoluptates Inc.",380.1776860617,390.0740931293
1922ad80567d49f1b1f3af71cfaf343f,738aeb8720dd49429ac1221aacd5af92,"RerumVoluptates Inc.",143.3094826190,304.3814400322
1922ad80567d49f1b1f3af71cfaf343f,6e752675c611462cb236da7f020fd8dc,"RerumVoluptates Inc.",19.8108240963,454.8696703139
1922ad80567d49f1b1f3af71cfaf343f,6e9ce185e36d442782f0058aeb9ee010,"RerumVoluptates Inc.",157.5069977826,262.4863710636
1922ad80567d49f1b1f3af71cfaf343f,372cc78730564184ae9e83edb5a6a2ee,"RerumVoluptates Inc.",173.4305193745,383.0308820989
1922ad80567d49f1b1f3af71cfaf343f,674eb4ee5de04f3c93bf6ccf71182efd,"RerumVoluptates Inc.",19.4719303234,65.4764079023
1a72f1c0f08c4993a4bffa29ebd9d395,3f7753e305744eeb976032af8e2c1674,"RecusandaeQuisquam Company",336.0498586835,377.7704309198
1a72f1c0f08c4993a4bffa29ebd9d395,c736573f6d8f469ab879bc0e0d919b58,"RecusandaeQuisquam Company",248.5632644897,475.7510979060
1af9c86f70d54297bcdb7a00a8b7fd3a,d18473e7b13744f695f01447575bbff2,"NobisRatione Company",195.4138759870,370.7635549833
1af9c86f70d54297bcdb7a00a8b7fd3a,b6b3f3be94214c3f8c00426232063d58,"NobisRatione Company",28.1820277572,434.9076301878
1af9c86f70d54297bcdb7a00a8b7fd3a,2e299bfe71894efe96adc6a5a312743b,"NobisRatione Company",128.0010497228,343.0729012251
1af9c86f70d54297bcdb7a00a8b7fd3a,4873696561a947a3ae5d1afe6a3f8ea0,"NobisRatione Company",118.0351680249,421.4407017474
1af9c86f70d54297bcdb7a00a8b7fd3a,09b0ca8d82e04003909e78da1c8775f9,"NobisRatione Company",178.3747673230,299.7678036161
1af9c86f70d54297bcdb7a00a8b7fd3a,1607c5cc2a85445b8ff375a7a18d67f2,"NobisRatione Company",319.8861207982,336.2415748275
1af9c86f70d54297bcdb7a00a8b7fd3a,6a2a8b1cb3374fafa09184b0bd79f813,"NobisRatione Company",60.8232146169,72.8727729160
1af9c86f70d54297bcdb7a00a8b7fd3a,674eb4ee5de04f3c93bf6ccf71182efd,"NobisRatione Company",19.6230293781,36.3924580676
1af9c86f70d54297bcdb7a00a8b7fd3a,d2520e0de46744adae76f435fc41aa0c,"NobisRatione Company",217.3309745262,303.8552301152
1af9c86f70d54297bcdb7a00a8b7fd3a,da80eb4711244db4a15bea284c6b9321,"NobisRatione Company",373.4286518035,466.9877750600
1af9c86f70d54297bcdb7a00a8b7fd3a,61d9d90a13464f458be8e4a9f3edc349,"NobisRatione Company",64.8720960480,116.0847264314
1af9c86f70d54297bcdb7a00a8b7fd3a,17da671b95cc4a6ebdd32548fac4f057,"NobisRatione Company",115.3141763016,117.2283166284
1af9c86f70d54297bcdb7a00a8b7fd3a,bb67c833dce144d9a3782234c13d887f,"NobisRatione Company",337.0560816155,420.8997496169
1af9c86f70d54297bcdb7a00a8b7fd3a,da80eb4711244db4a15bea284c6b9321,"NobisRatione Company",451.3285050426,482.2958042183
1af9c86f70d54297bcdb7a00a8b7fd3a,50e94105c4da4fcf8a7e31650c9418eb,"NobisRatione Company",46.2059721518,243.9365254226
1af9c86f70d54297bcdb7a00a8b7fd3a,76c93ccd8cd54d64aad961e4ca8722bb,"NobisRatione Company",32.8765594170,91.9086449521
1af9c86f70d54297bcdb7a00a8b7fd3a,537d8a842ecb46899dcb909b9c7cf3e1,"NobisRatione Company",274.8183504958,394.8947118250
1af9c86f70d54297bcdb7a00a8b7fd3a,9145fc7ea86848d3b7d4cd84318c1b39,"NobisRatione Company",400.1512136165,480.7152145327
1af9c86f70d54297bcdb7a00a8b7fd3a,61d9d90a13464f458be8e4a9f3edc349,"NobisRatione Company",49.8387347985,73.6438873383
1af9c86f70d54297bcdb7a00a8b7fd3a,08c879bb4b6a4c3da315b6b7efcec992,"NobisRatione Company",34.2507057048,80.2011650737
1af9c86f70d54297bcdb7a00a8b7fd3a,75f6de5bb0ca4fb99bef8b2f9fe0c2dd,"NobisRatione Company",31.4779666959,240.0156186712
1af9c86f70d54297bcdb7a00a8b7fd3a,6e752675c611462cb236da7f020fd8dc,"NobisRatione Company",131.4484931798,276.3218606905
1af9c86f70d54297bcdb7a00a8b7fd3a,1f53b7eecac941d2b71122e6f708dfe8,"NobisRatione Company",290.4657770533,323.8001845797
1af9c86f70d54297bcdb7a00a8b7fd3a,0e334d3d220e4c9d83d8c39534049829,"NobisRatione Company",36.2824303677,263.2415804969
